Symbol,Company Name,Sector,Industry,Start Date,Last Update,Start Price,Current Price,YTD Change,Market Cap,P/E Ratio,Dividend Yield,Average Volume,Year High,Year Low,Index,Year,Start Year,Last Update Year
MCD,McDonald's,Food industry,Food industry,2019-01-01,2019-12-31,153.12,176.01,0.1495,202310000000.0,22.473152,0.0251,3316913.0,195.45,150.81,DOW30,2019,2019,2019
CSCO,Cisco,Information technology,Information technology,2019-01-01,2019-12-31,35.5,40.76,0.1482,233950000000.0,14.924881,0.0272,20525362.0,49.14,34.12,DOW30,2019,2019,2019
VZ,Verizon,Telecommunications industry,Telecommunications industry,2019-01-01,2019-12-31,40.08,45.79,0.1424,159170000000.0,7.9983416,0.0717,12818944.0,46.4,37.79,DOW30,2019,2019,2019
CVX,Chevron,Petroleum industry,Petroleum industry,2019-01-01,2019-12-31,85.17,96.49,0.1329,273040000000.00003,13.389992,0.0426,6320622.0,99.67,82.4,DOW30,2019,2019,2019
BA,Boeing,Aerospace and defense,Aerospace and defense,2019-01-01,2019-12-31,314.65,323.83,0.0292,128690000000.0,246.17851,0.021744379552773137,5374850.0,435.56,300.64,DOW30,2019,2019,2019
MMM,3M,Conglomerate,Conglomerate,2019-01-01,2019-12-31,126.19,120.52,-0.045,71450000000.0,16.555193,0.0213,3288064.0,146.23,101.98,DOW30,2019,2019,2019
NVDA,Nvidia,Information technology,Information technology,2020-01-01,2020-12-31,5.97,13.02,1.1802,3330000000000.0,30.564445,0.0003,480855256.0,14.69,4.5,DOW30,2020,2020,2020
AAPL,Apple,Information technology,Information technology,2020-01-01,2020-12-31,72.8,129.75,0.7824,3580000000000.0,28.520203,0.0042,157564646.0,135.72,51.65,DOW30,2020,2020,2020
AMZN,Amazon,Retailing,Retailing,2020-01-01,2020-12-31,94.9,162.85,0.716,2300000000000.0,35.470116,0.0099,98619818.0,177.61,81.3,DOW30,2020,2020,2020
MSFT,Microsoft,Information technology,Information technology,2020-01-01,2020-12-31,153.63,215.0,0.3994,3110000000000.0,27.908827,0.0079,37659592.0,224.5,127.1,DOW30,2020,2020,2020
NKE,Nike,Clothing industry,Clothing industry,2020-01-01,2020-12-31,96.49,134.84,0.3974,105310000000.0,28.073051,0.0208,7382078.0,141.01,56.8,DOW30,2020,2020,2020
CRM,Salesforce,Information technology,Information technology,2020-01-01,2020-12-31,166.06,221.29,0.3326,304180000000.0,28.306879,0.0048,7523496.0,282.92,114.65,DOW30,2020,2020,2020
SHW,Sherwin-Williams,Speciality chemicals,Speciality chemicals,2020-01-01,2020-12-31,182.33,236.39,0.2965,83150000000.0,26.028986,0.0087,1686275.0,243.37,104.03,DOW30,2020,2020,2020
CAT,Caterpillar,Construction and mining,Construction and mining,2020-01-01,2020-12-31,134.88,168.01,0.2456,169460000000.0,15.838371,0.0161,3877690.0,169.66,78.95,DOW30,2020,2020,2020
HD,Home Depot,Home Improvement,Home Improvement,2020-01-01,2020-12-31,194.73,241.02,0.2378,387300000000.0,24.768005,0.0231,4743367.0,264.11,125.5,DOW30,2020,2020,2020
WMT,Walmart,Retailing,Retailing,2020-01-01,2020-12-31,36.78,45.32,0.2322,747110000000.0,33.75105,0.0099,27183709.0,48.14,31.54,DOW30,2020,2020,2020
DIS,Disney,Broadcasting and entertainment,Broadcasting and entertainment,2020-01-01,2020-12-31,146.39,178.97,0.2225,196760000000.0,17.8438,0.0082,14627131.0,181.16,78.11,DOW30,2020,2020,2020
UNH,UnitedHealth Group,Managed health care,Managed health care,2020-01-01,2020-12-31,271.78,331.2,0.2186,479180000000.0,17.429987,0.0161,4029517.0,346.26,175.17,DOW30,2020,2020,2020
HON,Honeywell,Conglomerate,Conglomerate,2020-01-01,2020-12-31,163.02,196.27,0.2039,141880000000.0,19.8762,0.0207,3475055.0,199.96,91.64,DOW30,2020,2020,2020
PG,Procter & Gamble,Fast-moving consumer goods,Fast-moving consumer goods,2020-01-01,2020-12-31,109.08,126.02,0.1553,373420000000.0,21.426882,0.0254,8000736.0,133.07,83.88,DOW30,2020,2020,2020
GS,Goldman Sachs,Financial services,Financial services,2020-01-01,2020-12-31,207.33,238.95,0.1525,175790000000.0,12.881043,0.0214,3589678.0,239.15,116.49,DOW30,2020,2020,2020
V,Visa,Financial services,Financial services,2020-01-01,2020-12-31,184.49,212.44,0.1515,595870000000.0,24.329227,0.0077,9731501.0,214.05,129.47,DOW30,2020,2020,2020
JNJ,Johnson & Johnson,Pharmaceutical industry,Pharmaceutical industry,2020-01-01,2020-12-31,127.06,140.72,0.1075,342030000000.0,13.356336,0.0349,8042740.0,140.97,95.63,DOW30,2020,2020,2020
MCD,McDonald's,Food industry,Food industry,2020-01-01,2020-12-31,178.84,195.89,0.0953,202310000000.0,22.473152,0.0251,3884775.0,210.46,111.34,DOW30,2020,2020,2020
TRV,Travelers,Insurance,Insurance,2020-01-01,2020-12-31,123.02,129.03,0.0488,52770000000.0,10.948909,0.0181,1780070.0,129.18,69.34,DOW30,2020,2020,2020
KO,Coca-Cola,Drink industry,Drink industry,2020-01-01,2020-12-31,47.09,48.57,0.0314,263079999999.99997,20.564297,0.0318,17000662.0,51.5,31.33,DOW30,2020,2020,2020
MMM,3M,Conglomerate,Conglomerate,2020-01-01,2020-12-31,122.96,123.85,0.0072,71450000000.0,16.555193,0.0213,3991224.0,127.28,78.61,DOW30,2020,2020,2020
VZ,Verizon,Telecommunications industry,Telecommunications industry,2020-01-01,2020-12-31,45.53,45.73,0.0044,159170000000.0,7.9983416,0.0717,16595267.0,48.22,36.8,DOW30,2020,2020,2020
AMGN,Amgen,Biopharmaceutical,Biopharmaceutical,2020-01-01,2020-12-31,206.1,202.82,-0.0159,140960000000.0,12.641423,0.0363,2803086.0,230.62,153.06,DOW30,2020,2020,2020
IBM,IBM,Information technology,Information technology,2020-01-01,2020-12-31,102.6,100.37,-0.0217,203190000000.0,20.448004,0.0304,5806158.0,120.27,69.33,DOW30,2020,2020,2020
AXP,American Express,Financial services,Financial services,2020-01-01,2020-12-31,117.62,114.62,-0.0255,206610000000.0,19.319094,0.0095,5244050.0,129.1,62.62,DOW30,2020,2020,2020
CSCO,Cisco,Information technology,Information technology,2020-01-01,2020-12-31,41.46,39.34,-0.051,233950000000.0,14.924881,0.0272,25028760.0,43.05,27.74,DOW30,2020,2020,2020
JPM,JPMorgan Chase,Financial services,Financial services,2020-01-01,2020-12-31,121.48,113.38,-0.0667,675320000000.0,13.826802,0.0208,19229968.0,121.97,66.64,DOW30,2020,2020,2020
MRK,Merck,Pharmaceutical industry,Pharmaceutical industry,2020-01-01,2020-12-31,75.36,69.1,-0.083,251070000000.0,10.438589,0.0326,10760424.0,75.44,53.86,DOW30,2020,2020,2020
CVX,Chevron,Petroleum industry,Petroleum industry,2020-01-01,2020-12-31,97.23,71.45,-0.2651,273040000000.00003,13.389992,0.0426,11200872.0,98.26,41.8,DOW30,2020,2020,2020
BA,Boeing,Aerospace and defense,Aerospace and defense,2020-01-01,2020-12-31,331.35,214.06,-0.354,128690000000.0,246.17851,0.021744379552773137,28413700.0,347.89,89.0,DOW30,2020,2020,2020
NVDA,Nvidia,Information technology,Information technology,2021-01-01,2021-12-31,13.08,29.36,1.2448,3330000000000.0,30.564445,0.0003,359558817.0,34.59,11.54,DOW30,2021,2021,2021
HD,Home Depot,Home Improvement,Home Improvement,2021-01-01,2021-12-31,239.48,384.45,0.6053,387300000000.0,24.768005,0.0231,3807432.0,389.64,223.76,DOW30,2021,2021,2021
MSFT,Microsoft,Information technology,Information technology,2021-01-01,2021-12-31,210.42,327.82,0.5579,3110000000000.0,27.908827,0.0079,26013012.0,340.83,204.87,DOW30,2021,2021,2021
SHW,Sherwin-Williams,Speciality chemicals,Speciality chemicals,2021-01-01,2021-12-31,232.71,342.52,0.4719,83150000000.0,26.028986,0.0087,1224454.0,344.46,210.95,DOW30,2021,2021,2021
CSCO,Cisco,Information technology,Information technology,2021-01-01,2021-12-31,38.96,57.34,0.4719,233950000000.0,14.924881,0.0272,19287558.0,58.18,38.42,DOW30,2021,2021,2021
GS,Goldman Sachs,Financial services,Financial services,2021-01-01,2021-12-31,240.12,352.72,0.4689,175790000000.0,12.881043,0.0214,2737286.0,390.87,235.74,DOW30,2021,2021,2021
CVX,Chevron,Petroleum industry,Petroleum industry,2021-01-01,2021-12-31,71.67,104.49,0.4579,273040000000.00003,13.389992,0.0426,10482366.0,106.26,70.97,DOW30,2021,2021,2021
UNH,UnitedHealth Group,Managed health care,Managed health care,2021-01-01,2021-12-31,330.08,480.91,0.4569,479180000000.0,17.429987,0.0161,2961595.0,487.7,302.55,DOW30,2021,2021,2021
AXP,American Express,Financial services,Financial services,2021-01-01,2021-12-31,111.9,156.9,0.4021,206610000000.0,19.319094,0.0095,3568821.0,181.29,106.64,DOW30,2021,2021,2021
AAPL,Apple,Information technology,Information technology,2021-01-01,2021-12-31,126.54,174.71,0.3806,3580000000000.0,28.520203,0.0042,90524627.0,179.19,113.81,DOW30,2021,2021,2021
MCD,McDonald's,Food industry,Food industry,2021-01-01,2021-12-31,191.91,250.33,0.3044,202310000000.0,22.473152,0.0251,2710660.0,251.87,185.42,DOW30,2021,2021,2021
JPM,JPMorgan Chase,Financial services,Financial services,2021-01-01,2021-12-31,112.31,144.84,0.2896,675320000000.0,13.826802,0.0208,12905609.0,158.2,111.23,DOW30,2021,2021,2021
PG,Procter & Gamble,Fast-moving consumer goods,Fast-moving consumer goods,2021-01-01,2021-12-31,124.83,151.88,0.2168,373420000000.0,21.426882,0.0254,7752911.0,153.18,110.75,DOW30,2021,2021,2021
NKE,Nike,Clothing industry,Clothing industry,2021-01-01,2021-12-31,133.53,160.05,0.1986,105310000000.0,28.073051,0.0208,6353805.0,171.68,119.8,DOW30,2021,2021,2021
IBM,IBM,Information technology,Information technology,2021-01-01,2021-12-31,98.82,117.09,0.1848,203190000000.0,20.448004,0.0304,5565397.0,124.88,93.58,DOW30,2021,2021,2021
TRV,Travelers,Insurance,Insurance,2021-01-01,2021-12-31,124.69,147.04,0.1793,52770000000.0,10.948909,0.0181,1268658.0,153.22,122.36,DOW30,2021,2021,2021
CAT,Caterpillar,Construction and mining,Construction and mining,2021-01-01,2021-12-31,168.13,194.82,0.1587,169460000000.0,15.838371,0.0161,3359973.0,229.95,166.38,DOW30,2021,2021,2021
KO,Coca-Cola,Drink industry,Drink industry,2021-01-01,2021-12-31,46.73,54.1,0.1576,263079999999.99997,20.564297,0.0318,15835411.0,54.23,42.61,DOW30,2021,2021,2021
CRM,Salesforce,Information technology,Information technology,2021-01-01,2021-12-31,219.09,252.72,0.1535,304180000000.0,28.306879,0.0048,6162379.0,310.02,200.39,DOW30,2021,2021,2021
JNJ,Johnson & Johnson,Pharmaceutical industry,Pharmaceutical industry,2021-01-01,2021-12-31,139.93,156.82,0.1206,342030000000.0,13.356336,0.0349,7137174.0,162.95,136.28,DOW30,2021,2021,2021
MMM,3M,Conglomerate,Conglomerate,2021-01-01,2021-12-31,121.78,129.86,0.0663,71450000000.0,16.555193,0.0213,2894395.0,149.27,115.76,DOW30,2021,2021,2021
AMZN,Amazon,Retailing,Retailing,2021-01-01,2021-12-31,159.33,166.72,0.0464,2300000000000.0,35.470116,0.0099,67763341.0,188.65,144.05,DOW30,2021,2021,2021
MRK,Merck,Pharmaceutical industry,Pharmaceutical industry,2021-01-01,2021-12-31,68.39,70.31,0.0281,251070000000.0,10.438589,0.0326,12899511.0,83.07,60.59,DOW30,2021,2021,2021
AMGN,Amgen,Biopharmaceutical,Biopharmaceutical,2021-01-01,2021-12-31,199.95,204.59,0.0233,140960000000.0,12.641423,0.0363,2658010.0,244.08,180.65,DOW30,2021,2021,2021
HON,Honeywell,Conglomerate,Conglomerate,2021-01-01,2021-12-31,191.89,195.69,0.0198,141880000000.0,19.8762,0.0207,2710653.0,220.46,179.52,DOW30,2021,2021,2021
WMT,Walmart,Retailing,Retailing,2021-01-01,2021-12-31,46.07,46.22,0.0031,747110000000.0,33.75105,0.0099,24977269.0,48.54,39.7,DOW30,2021,2021,2021
V,Visa,Financial services,Financial services,2021-01-01,2021-12-31,211.5,211.77,0.0013,595870000000.0,24.329227,0.0077,8735264.0,246.14,185.77,DOW30,2021,2021,2021
BA,Boeing,Aerospace and defense,Aerospace and defense,2021-01-01,2021-12-31,202.72,201.32,-0.0069,128690000000.0,246.17851,0.021744379552773137,12159825.0,278.57,185.26,DOW30,2021,2021,2021
VZ,Verizon,Telecommunications industry,Telecommunications industry,2021-01-01,2021-12-31,45.81,42.28,-0.0771,159170000000.0,7.9983416,0.0717,18362441.0,47.59,40.43,DOW30,2021,2021,2021
DIS,Disney,Broadcasting and entertainment,Broadcasting and entertainment,2021-01-01,2021-12-31,175.51,153.0,-0.1283,196760000000.0,17.8438,0.0082,10247796.0,200.54,140.31,DOW30,2021,2021,2021
CVX,Chevron,Petroleum industry,Petroleum industry,2022-01-01,2022-12-30,106.19,165.57,0.5592,273040000000.00003,13.389992,0.0426,11478780.0,173.63,104.43,DOW30,2022,2022,2022
MRK,Merck,Pharmaceutical industry,Pharmaceutical industry,2022-01-01,2022-12-30,70.52,105.06,0.4897,251070000000.0,10.438589,0.0326,10589456.0,106.9,66.86,DOW30,2022,2022,2022
TRV,Travelers,Insurance,Insurance,2022-01-01,2022-12-30,146.4,180.01,0.2296,52770000000.0,10.948909,0.0181,1349167.0,183.59,142.97,DOW30,2022,2022,2022
AMGN,Amgen,Biopharmaceutical,Biopharmaceutical,2022-01-01,2022-12-30,206.16,246.4,0.1952,140960000000.0,12.641423,0.0363,2980619.0,276.42,196.64,DOW30,2022,2022,2022
CAT,Caterpillar,Construction and mining,Construction and mining,2022-01-01,2022-12-30,195.06,231.05,0.1845,169460000000.0,15.838371,0.0161,3282194.0,236.34,153.86,DOW30,2022,2022,2022
KO,Coca-Cola,Drink industry,Drink industry,2022-01-01,2022-12-30,54.18,59.84,0.1044,263079999999.99997,20.564297,0.0318,16023500.0,61.87,50.46,DOW30,2022,2022,2022
IBM,IBM,Information technology,Information technology,2022-01-01,2022-12-30,119.17,129.54,0.087,203190000000.0,20.448004,0.0304,5007348.0,140.87,104.99,DOW30,2022,2022,2022
UNH,UnitedHealth Group,Managed health care,Managed health care,2022-01-01,2022-12-30,481.04,514.26,0.0691,479180000000.0,17.429987,0.0161,3098387.0,539.68,426.89,DOW30,2022,2022,2022
HON,Honeywell,Conglomerate,Conglomerate,2022-01-01,2022-12-30,194.09,205.29,0.0577,141880000000.0,19.8762,0.0207,3139243.0,211.67,158.74,DOW30,2022,2022,2022
JNJ,Johnson & Johnson,Pharmaceutical industry,Pharmaceutical industry,2022-01-01,2022-12-30,157.25,166.19,0.0568,342030000000.0,13.356336,0.0349,7265052.0,172.23,143.66,DOW30,2022,2022,2022
MCD,McDonald's,Food industry,Food industry,2022-01-01,2022-12-30,250.8,251.6,0.0032,202310000000.0,22.473152,0.0251,2950656.0,267.41,204.4,DOW30,2022,2022,2022
WMT,Walmart,Retailing,Retailing,2022-01-01,2022-12-30,46.2,46.0,-0.0044,747110000000.0,33.75105,0.0099,23904305.0,51.55,37.74,DOW30,2022,2022,2022
PG,Procter & Gamble,Fast-moving consumer goods,Fast-moving consumer goods,2022-01-01,2022-12-30,151.25,144.22,-0.0465,373420000000.0,21.426882,0.0254,7325294.0,154.8,115.44,DOW30,2022,2022,2022
V,Visa,Financial services,Financial services,2022-01-01,2022-12-30,216.38,204.56,-0.0546,595870000000.0,24.329227,0.0077,7508262.0,230.47,171.53,DOW30,2022,2022,2022
BA,Boeing,Aerospace and defense,Aerospace and defense,2022-01-01,2022-12-30,207.86,190.49,-0.0836,128690000000.0,246.17851,0.021744379552773137,8890082.0,229.67,113.02,DOW30,2022,2022,2022
GS,Goldman Sachs,Financial services,Financial services,2022-01-01,2022-12-30,364.51,324.96,-0.1085,175790000000.0,12.881043,0.0214,2626919.0,380.48,259.26,DOW30,2022,2022,2022
AXP,American Express,Financial services,Financial services,2022-01-01,2022-12-30,161.32,143.54,-0.1102,206610000000.0,19.319094,0.0095,3490309.0,191.86,126.92,DOW30,2022,2022,2022
JPM,JPMorgan Chase,Financial services,Financial services,2022-01-01,2022-12-30,147.9,126.53,-0.1445,675320000000.0,13.826802,0.0208,13677462.0,156.25,95.56,DOW30,2022,2022,2022
VZ,Verizon,Telecommunications industry,Telecommunications industry,2022-01-01,2022-12-30,42.67,33.81,-0.2075,159170000000.0,7.9983416,0.0717,23248733.0,46.27,29.65,DOW30,2022,2022,2022
HD,Home Depot,Home Improvement,Home Improvement,2022-01-01,2022-12-30,378.55,299.96,-0.2076,387300000000.0,24.768005,0.0231,4279330.0,387.07,248.07,DOW30,2022,2022,2022
CSCO,Cisco,Information technology,Information technology,2022-01-01,2022-12-30,57.15,44.46,-0.222,233950000000.0,14.924881,0.0272,21285761.0,57.33,36.03,DOW30,2022,2022,2022
MSFT,Microsoft,Information technology,Information technology,2022-01-01,2022-12-30,326.29,235.95,-0.2769,3110000000000.0,27.908827,0.0079,31219321.0,329.46,209.39,DOW30,2022,2022,2022
NKE,Nike,Clothing industry,Clothing industry,2022-01-01,2022-12-30,158.13,113.57,-0.2818,105310000000.0,28.073051,0.0208,7708901.0,161.24,79.56,DOW30,2022,2022,2022
AAPL,Apple,Information technology,Information technology,2022-01-01,2022-12-30,179.08,128.58,-0.282,3580000000000.0,28.520203,0.0042,87910376.0,179.99,124.56,DOW30,2022,2022,2022
SHW,Sherwin-Williams,Speciality chemicals,Speciality chemicals,2022-01-01,2022-12-30,329.84,233.04,-0.2935,83150000000.0,26.028986,0.0087,1635100.0,340.8,191.24,DOW30,2022,2022,2022
MMM,3M,Conglomerate,Conglomerate,2022-01-01,2022-12-30,129.94,91.38,-0.2967,71450000000.0,16.555193,0.0213,5714346.0,132.89,80.65,DOW30,2022,2022,2022
DIS,Disney,Broadcasting and entertainment,Broadcasting and entertainment,2022-01-01,2022-12-30,154.85,85.82,-0.4458,196760000000.0,17.8438,0.0082,12732923.0,158.36,83.04,DOW30,2022,2022,2022
CRM,Salesforce,Information technology,Information technology,2022-01-01,2022-12-30,254.04,131.85,-0.481,304180000000.0,28.306879,0.0048,7677033.0,255.44,125.64,DOW30,2022,2022,2022
AMZN,Amazon,Retailing,Retailing,2022-01-01,2022-12-30,170.4,84.0,-0.5071,2300000000000.0,35.470116,0.0099,76080702.0,171.4,81.69,DOW30,2022,2022,2022
NVDA,Nvidia,Information technology,Information technology,2022-01-01,2022-12-30,30.07,14.6,-0.5144,3330000000000.0,30.564445,0.0003,543163223.0,30.66,10.8,DOW30,2022,2022,2022
NVDA,Nvidia,Information technology,Information technology,2023-01-01,2023-12-29,14.3,49.51,2.461,3330000000000.0,30.564445,0.0003,473557460.0,50.53,14.02,DOW30,2023,2023,2023
CRM,Salesforce,Information technology,Information technology,2023-01-01,2023-12-29,134.03,261.68,0.9524,304180000000.0,28.306879,0.0048,6464972.0,266.87,132.29,DOW30,2023,2023,2023
AMZN,Amazon,Retailing,Retailing,2023-01-01,2023-12-29,85.82,151.94,0.7704,2300000000000.0,35.470116,0.0099,58831592.0,155.63,81.43,DOW30,2023,2023,2023
MSFT,Microsoft,Information technology,Information technology,2023-01-01,2023-12-29,235.71,373.25,0.5835,3110000000000.0,27.908827,0.0079,27675559.0,381.45,215.81,DOW30,2023,2023,2023
AAPL,Apple,Information technology,Information technology,2023-01-01,2023-12-29,123.77,191.59,0.548,3580000000000.0,28.520203,0.0042,59217028.0,198.65,122.88,DOW30,2023,2023,2023
BA,Boeing,Aerospace and defense,Aerospace and defense,2023-01-01,2023-12-29,195.39,260.66,0.334,128690000000.0,246.17851,0.021744379552773137,5671210.0,267.54,176.25,DOW30,2023,2023,2023
SHW,Sherwin-Williams,Speciality chemicals,Speciality chemicals,2023-01-01,2023-12-29,235.05,309.31,0.3159,83150000000.0,26.028986,0.0087,1465110.0,311.53,202.27,DOW30,2023,2023,2023
JPM,JPMorgan Chase,Financial services,Financial services,2023-01-01,2023-12-29,127.49,165.28,0.2964,675320000000.0,13.826802,0.0208,10745580.0,165.85,117.02,DOW30,2023,2023,2023
AXP,American Express,Financial services,Financial services,2023-01-01,2023-12-29,142.92,184.69,0.2922,206610000000.0,19.319094,0.0095,3160225.0,185.64,138.92,DOW30,2023,2023,2023
V,Visa,Financial services,Financial services,2023-01-01,2023-12-29,204.2,258.38,0.2653,595870000000.0,24.329227,0.0077,5971090.0,261.25,202.98,DOW30,2023,2023,2023
CAT,Caterpillar,Construction and mining,Construction and mining,2023-01-01,2023-12-29,230.39,291.0,0.2631,169460000000.0,15.838371,0.0161,3054943.0,294.48,198.8,DOW30,2023,2023,2023
IBM,IBM,Information technology,Information technology,2023-01-01,2023-12-29,130.15,157.84,0.2128,203190000000.0,20.448004,0.0304,4456022.0,160.54,113.28,DOW30,2023,2023,2023
GS,Goldman Sachs,Financial services,Financial services,2023-01-01,2023-12-29,327.65,376.65,0.1495,175790000000.0,12.881043,0.0214,2342907.0,378.59,280.22,DOW30,2023,2023,2023
MCD,McDonald's,Food industry,Food industry,2023-01-01,2023-12-29,252.36,289.49,0.1471,202310000000.0,22.473152,0.0251,2697065.0,289.83,238.49,DOW30,2023,2023,2023
AMGN,Amgen,Biopharmaceutical,Biopharmaceutical,2023-01-01,2023-12-29,245.47,279.57,0.1389,140960000000.0,12.641423,0.0363,2460306.0,280.56,202.26,DOW30,2023,2023,2023
HD,Home Depot,Home Improvement,Home Improvement,2023-01-01,2023-12-29,300.01,338.26,0.1275,387300000000.0,24.768005,0.0231,3659430.0,346.43,265.05,DOW30,2023,2023,2023
WMT,Walmart,Retailing,Retailing,2023-01-01,2023-12-29,46.59,51.93,0.1146,747110000000.0,33.75105,0.0099,18941738.0,55.77,44.15,DOW30,2023,2023,2023
CSCO,Cisco,Information technology,Information technology,2023-01-01,2023-12-29,44.74,48.6,0.0861,233950000000.0,14.924881,0.0272,18572840.0,55.57,42.96,DOW30,2023,2023,2023
TRV,Travelers,Insurance,Insurance,2023-01-01,2023-12-29,179.66,187.09,0.0414,52770000000.0,10.948909,0.0181,1347651.0,187.41,153.68,DOW30,2023,2023,2023
UNH,UnitedHealth Group,Managed health care,Managed health care,2023-01-01,2023-12-29,503.07,518.35,0.0304,479180000000.0,17.429987,0.0161,3272846.0,546.15,433.84,DOW30,2023,2023,2023
DIS,Disney,Broadcasting and entertainment,Broadcasting and entertainment,2023-01-01,2023-12-29,87.88,89.48,0.0181,196760000000.0,17.8438,0.0082,13038850.0,116.74,77.77,DOW30,2023,2023,2023
